entry_id,specimen_id,specimen_scale,source,title,authors,year,frm_h,frm_l,col_h,col_d,bm_h,bm_t,bbm_h,bbm_t,slb_d,slb_h,col_ext,bm_ext,bbm_ext,inf_type,inf_opn_type,inf_win_h,inf_win_v,inf_win_ph,inf_win_pv,inf_door_h,inf_door_v,inf_door_ph,inf_door_pv,inf_dp,inf_bnd_pat,inf_inff_intfc,inf_interface_bottom,inf_interface_left,inf_interface_top,inf_interface_right,inf_ul,inf_uh,inf_ut,inf_uhead_t,inf_ubed_t,col_cover,col_long_reinf_corner,col_long_reinf_top,col_long_reinf_mid,col_long_reinf_bot,col_trans_crit_top_distance,col_trans_crit_top_reinf,col_trans_crit_bot_distance,col_trans_crit_bot_reinf,col_trans_mid_reinf,bm_cover,bm_long_reinf_corner,bm_long_reinf_top,bm_long_reinf_mid,bm_long_reinf_bot,bm_trans_crit_left_distance,bm_trans_crit_left_reinf,bm_trans_crit_right_distance,bm_trans_crit_right_reinf,bm_trans_mid_reinf,bbm_cover,bbm_long_reinf_corner,bbm_long_reinf_top,bbm_long_reinf_mid,bbm_long_reinf_bot,bbm_trans_crit_left_distance,bbm_trans_crit_left_reinf,bbm_trans_crit_right_distance,bbm_trans_crit_right_reinf,bbm_trans_mid_reinf,slb_cover,slb_top_l_reinf,slb_top_d_reinf,slb_bot_l_reinf,slb_bot_d_reinf,fc,Ec,conc_prop_day,conc_density,fy,fu,Ey,stl_density,inf_unit_density,inf_mortar_density,inf_unit_compressive_strength_length,inf_unit_compressive_strength_height,inf_unit_compressive_strength_width,inf_mortar_type,inf_mortar_compressive_strength,inf_assembly_compressive_strength_height,inf_assembly_compressive_strength_diagonal,inp_loading_protocol,inp_cyclic_number_of_cycles,inp_cyclic_repetition,inp_cyclic_protocol,inp_column_vertical_load,inp_beam_vertical_load,oop_loading_protocol,oop_cyclic_number_of_cycles,oop_cyclic_repetition,oop_cyclic_protocol,oop_column_vertical_load,oop_beam_vertical_load,glb_initial_stiffness,glb_peak_lateral_load,glb_drift_at_peak_lateral_load,glb_peak_lateral_drift,glb_load_at_peak_lateral_drift,glb_energy_dissipation,glb_failure_mode,lcl_crack_pattern,lcl_failure_mechanism,lcl_damage_progression,lcl_strain_distribution,retrofit_techniques,comments
156,F1,0.3333333333333333,https://doi.org/10.2174/1874836801206010194,Experimental Investigation of Masonry Infilled R/C Frames,Kosmas C. Stylianidis,2012,1060.0,1740.0,150.0,150.0,200.0,100.0,500,150,0.0,0.0,0.0,0.0,250,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,running,mortar_bond,10,10,10,10,190.0,90.0,63.0,10.0,10.0,15,4#6,1#6,2#6,1#6,210,#2.7@30,210,#2.7@30,#2.7@60,15,4#6,1#6,2#6,1#6,300,#2.7@30,300,#2.7@30,#2.7@60,30,4#6,1#6,8#6,1#6,150,#2.7@60,150,#2.7@60,#2.7@110,0.0,0#0@0,0#0@0,0#0@0,0#0@0,26.5,0.0,0.0,0.0,348.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Type S,10.7,0.0,0.0,cyclic,2,increasing,custom,0.0,0.0,none,0,none,none,0.0,0.0,0.0,40,0.0125,0.025,30,0.0,typical infilled frame behavior with plastic hinges at column ends,none,none,none,none,none,none
157,F119,0.3333333333333333,https://doi.org/10.2174/1874836801206010194,Experimental Investigation of Masonry Infilled R/C Frames,Kosmas C. Stylianidis,2012,1060.0,1060,150.0,150.0,200.0,100.0,500,150,0.0,0.0,0.0,0.0,250,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,running,mortar_bond,10,10,10,10,190.0,90.0,63,10.0,10.0,15,4#6,1#6,2#6,1#6,210,#2.7@30,210,#2.7@30,#2.7@60,15,4#6,1#6,2#6,1#6,300,#2.7@30,300,#2.7@30,#2.7@60,30,4#6,1#6,8#6,1#6,150,#2.7@60,150,#2.7@60,#2.7@110,0.0,0#0@0,0#0@0,0#0@0,0#0@0,27.9,0.0,0.0,0.0,348.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,type O - ASTM,4.0,1.9,0.0,cyclic,2,increasing,custom,0.0,0.0,none,0,none,none,0.0,0.0,0.0,36,0.00625,0.03125,28,0.0,combined failure mode due to diagonal tension and sliding shear cracking across horizontal mortar joint close to midheight of infill,"separation of infill from frame at non-loaded corners at low displacements, followed by diagonal tension and sliding shear cracks",none,none,none,none,none
158,F1R,0.3333333333333333,https://doi.org/10.2174/1874836801206010194,Experimental Investigation of Masonry Infilled R/C Frames,Kosmas C. Stylianidis,2012,1060.0,1740.0,150.0,150.0,200.0,100.0,500,150,0.0,0.0,0.0,0.0,250,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,running,mortar_bond,10,10,10,10,190.0,90.0,63.0,10.0,10.0,15,4#6,1#6,2#6,1#6,210,#2.7@30,210,#2.7@30,#2.7@60,15,4#6,1#6,2#6,1#6,300,#2.7@30,300,#2.7@30,#2.7@60,30,4#6,1#6,8#6,1#6,150,#2.7@60,150,#2.7@60,#2.7@110,0.0,0#0@0,0#0@0,0#0@0,0#0@0,26.5,0.0,0.0,0.0,348.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,type O - ASTM (infill) + strengthening mortar jacket,3.4,2.2,0.94,cyclic,2,increasing,custom,0.0,0.0,none,0,none,none,0.0,0.0,0.0,135,0.00625,0.03125,77,0.0,"compressive failure at corners of infill due to splitting of bricks, followed by brittle shear failure of columns at critical region","local compressive failures at infill corners, diagonal strut directed to critical region of columns rather than joints",premature compressive failure due to high shear to compressive strength ratio (0.43) from mortar jacket,"separation from frame, corner crushing, early shear failure of columns",none,Repaired R/C frame cracks with epoxy resin. New URM infill with type O mortar. Applied 1cm thick reinforced mortar jacket on both sides of infill. No transverse connection of jacket reinforcement.,none
159,F2R,0.3333333333333333,https://doi.org/10.2174/1874836801206010194,Experimental Investigation of Masonry Infilled R/C Frames,Kosmas C. Stylianidis,2012,1060.0,1740.0,150.0,150.0,200.0,100.0,500,150,0.0,0.0,0.0,0.0,250,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,running,mortar_bond,10,10,10,10,190.0,90.0,63.0,10.0,10.0,15,4#6,1#6,2#6,1#6,210,#2.7@30,210,#2.7@30,#2.7@60,15,4#6,1#6,2#6,1#6,300,#2.7@30,300,#2.7@30,#2.7@60,30,4#6,1#6,8#6,1#6,150,#2.7@60,150,#2.7@60,#2.7@110,0.0,0#0@0,0#0@0,0#0@0,0#0@0,26.5,0.0,0.0,0.0,348.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,type O - ASTM,3.4,2.3,0.26,cyclic,2,increasing,custom,0.0,0.0,none,0,none,none,0.0,0.0,0.0,47,0.00625,0.03125,33,0.0,"typical infilled frame behavior with plastic hinges at column ends, combined with infill diagonal tension and sliding shear cracking","separation from frame at non-loaded corners, diagonal tension and sliding shear cracks in infill",identical to virgin specimens from program #1,none,none,"Repaired R/C frame cracks with epoxy resin. Added new typical URM infill with type O mortar only, no additional strengthening measures applied.",none
160,F1,0.5,https://doi.org/10.1016/j.hbrcj.2013.12.005,Effect of infill wall on the ductility and behavior of high strength reinforced concrete frames,"Ahmed Sayed Ahmed Tawfik Essa, Mohamed Ragai Kotp Badr, Ashraf Hasan El-Zanaty",2013,1600.0,2050.0,200.0,120.0,200.0,120.0,500,300,0.0,0.0,200,0.0,725.0,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4#12,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#8@140,10,4#12,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#8@154,10,4#12,2#12,0#0,2#12,0.0,0#0@0,0.0,0#0@0,#8@180,0.0,0#0@0,0#0@0,0#0@0,0#0@0,65.0,0.0,0.0,0.0,360,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,cyclic,0,none,none,0.0,0.0,none,0,none,none,0.0,0.0,6830.0,62.6,0.046,0.06,51,4.735,Failure took place in column cross section under beam–column connections at cycle ±60.0 mm,Appearance of hair cracks in the cross-section of columns was observed at the tension side of the beam–column connections; cracks appeared at cycle 2.0 mm and propagated into diagonal cracks at higher loads,Failure occurred in column cross section under beam–column connections; most of the cross section of column became cracked with repeated cycles load,"Hair cracks appeared at cycle 2.0 mm, cracks closed and opened alternately, then diagonal cracks propagated into all connections at higher loads",none,none,The base beam has fc=30MPa.
161,F2,0.5,https://doi.org/10.1016/j.hbrcj.2013.12.005,Effect of infill wall on the ductility and behavior of high strength reinforced concrete frames,"Ahmed Sayed Ahmed Tawfik Essa, Mohamed Ragai Kotp Badr, Ashraf Hasan El-Zanaty",2013,1600.0,2050.0,200.0,120.0,200.0,120.0,500,300,0.0,0.0,200,0.0,725.0,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,running,mortar_bond,9,9,9,9,228,60,120,9,9,10.0,4#12,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#8@140,10,4#12,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#8@154,10,4#12,2#12,0#0,2#12,0.0,0#0@0,0.0,0#0@0,#8@180,0.0,0#0@0,0#0@0,0#0@0,0#0@0,65.0,0.0,0.0,0.0,360,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,39.9,0.0,cyclic,0,none,none,0.0,0.0,none,0,none,none,0.0,0.0,31930.0,177.58,0.008,0.018,132,15.45,Failure took place at cycle ±12.0 mm; infill wall acted as bracing system at low loading levels,Appearance of hair cracks in the infill wall was observed at the diagonal of infill wall at cycle 1.5 mm; cracks appeared and closed alternately,"Failure due to infill wall interaction; separation between infill wall and frame occurred, infill wall acted as bracing system to frame","Hair cracks appeared at cycle 1.5 mm, cracks closed and opened in other diagonal with increasing lateral load, separation between infill wall and frame took place",none,none,The base beam has fc=30MPa.
162,F3,0.5,https://doi.org/10.1016/j.hbrcj.2013.12.005,Effect of infill wall on the ductility and behavior of high strength reinforced concrete frames,"Ahmed Sayed Ahmed Tawfik Essa, Mohamed Ragai Kotp Badr, Ashraf Hasan El-Zanaty",2013,1600.0,2050.0,200.0,120.0,200.0,120.0,500,300,0.0,0.0,200,0.0,725.0,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,running,mortar_bond,10,10,10,10,195,82,60,10,10,10.0,4#12,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#8@140,10,4#12,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#8@154,10,4#12,2#12,0#0,2#12,0.0,0#0@0,0.0,0#0@0,#8@180,0.0,0#0@0,0#0@0,0#0@0,0#0@0,65.0,0.0,0.0,0.0,360,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,34.5,0.0,cyclic,0,none,none,0.0,0.0,none,0,none,none,0.0,0.0,12390.0,100.51,0.0178,0.033,59.84,7.94,failure took place at cycle ±24.0 mm; infill wall acted as bracing system to frame,Appearance of hair cracks in the infill wall was observed at the diagonal of infill wall at cycle 1.5 mm; cracks appeared and closed alternately,Failure due to infill wall interaction; separation between infill wall and frame occurred,"Hair cracks appeared at cycle 1.5 mm, cracks closed and opened in other diagonal with increasing lateral load, separation between infill wall and frame took place",none,none,The base beam has fc=30MPa.
163,F3,0.5,https://doi.org/10.1016/j.hbrcj.2013.12.005,Effect of infill wall on the ductility and behavior of high strength reinforced concrete frames,"Ahmed Sayed Ahmed Tawfik Essa, Mohamed Ragai Kotp Badr, Ashraf Hasan El-Zanaty",2013,1600.0,2050.0,200.0,120.0,200.0,120.0,500,300,0.0,0.0,200,0.0,725.0,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,running,mortar_bond,9,9,9,9,228,55,60,9,9,10.0,4#12,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#8@140,10,4#12,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#8@154,10,4#12,2#12,0#0,2#12,0.0,0#0@0,0.0,0#0@0,#8@180,0.0,0#0@0,0#0@0,0#0@0,0#0@0,65.0,0.0,0.0,0.0,360,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,19.5,0.0,cyclic,0,none,none,0.0,0.0,none,0,none,none,0.0,0.0,18510.0,124.64,0.0124,0.033,62,9.08,Failure took place at cycle ±18.0 mm; infill wall acted as bracing system to frame,Appearance of hair cracks in the infill wall was observed at the diagonal of infill wall at cycle 1.5 mm; cracks appeared and closed alternately,Failure due to infill wall interaction; separation between infill wall and frame occurred,"Hair cracks appeared at cycle 1.5 mm, cracks closed and opened in other diagonal with increasing lateral load, separation between infill wall and frame took place",none,none,The base beam has fc=30MPa.
164,A1F,1.0,https://doi.org/10.1016/j.engstruct.2024.118652,Efficiency of FRPU strengthening of a damaged masonry infill wall under in-plane cyclic shear loading and elevated temperatures,"Petra Triller, Konrad Kwiecien, Arkadiusz Kwiecien, Uros Bohinc, Boguslaw Zajac, Marcin Tekieli, Magdalena Szumera, Theodoros Rousakis, Vachan Vanian, Ahmet Tugrul Akyildiz, Alberto Viskovic",2024,2450.0,2700.0,250.0,250.0,250.0,250.0,400,300,0.0,0.0,300,300,425,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,4#16,1#16,2#16,1#16,0.0,0#0@0,0.0,0#0@0,2#10@100,25,4#14,1#14,2#14,1#14,0.0,0#0@0,0.0,0#0@0,#10@100,25,4#25,2#20,2#16,2#20,0.0,0#0@0,0.0,0#0@0,#10@100,0.0,0#0@0,0#0@0,0#0@0,0#0@0,46.9,0.0,0.0,0.0,540.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M10,30.4,0.0,0.0,cyclic,0,none,none,375.0,0.0,none,0,none,none,0.0,0.0,0.0,148.7,0.03,0.043,141,72.2,"Linear elastic behavior up to ~0.35% drift, then stiffness degradation observed",No noticeable cracks or damage were observed in the front view of the specimen during loading cycles,Concrete crushing occurred at foundation-column joint and main crack surrounding at 4.3% drift,"Linear elastic behavior up to ~0.35% drift, then slight stiffness degradation started in force-displacement curve, no visible cracks until final failure stage",Hysteretic curve width did not alter significantly during sequential loading,A1F is a reference specimen (plain RC frame) that was tested without any strengthening. It represents the baseline condition for comparison with strengthened specimens.,none
165,A2R,1.0,https://doi.org/10.1016/j.engstruct.2024.118652,Efficiency of FRPU strengthening of a damaged masonry infill wall under in-plane cyclic shear loading and elevated temperatures,"Petra Triller, Konrad Kwiecien, Arkadiusz Kwiecien, Uros Bohinc, Boguslaw Zajac, Marcin Tekieli, Magdalena Szumera, Theodoros Rousakis, Vachan Vanian, Ahmet Tugrul Akyildiz, Alberto Viskovic",2024,2450.0,2700.0,250.0,250.0,250.0,250.0,400,300,0.0,0.0,300,300,425,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,running,mortar_bond,30,3,3,3,250.0,240.0,100.0,3.0,3.0,25,4#16,1#16,2#16,1#16,0.0,0#0@0,0.0,0#0@0,2#10@100,25,4#14,1#14,2#14,1#14,0.0,0#0@0,0.0,0#0@0,#10@100,25,4#25,2#20,2#16,2#20,0.0,0#0@0,0.0,0#0@0,#10@100,0.0,0#0@0,0#0@0,0#0@0,0#0@0,46.9,0.0,0.0,0.0,540.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M10,30.4,0.0,0.0,cyclic,0,none,none,375.0,0.0,none,0,none,none,0.0,0.0,0.0,202.3,0.03,0.036,198,83.6,"FRPU strengthening prevented out-of-plane collapse, allowed testing up to 3.6% drift without serious damage","First visible damage at 0.8% drift: crushing of bricks in upper horizontal RC beam-infill interface. At 1.2% drift: local detachment of mesh from masonry infill in corners, with diagonal cracks appearing in center of specimen. At 2.0% drift: increased delaminations between infill and mesh where crushed particles moved out-of-plane","Primary failure mechanisms include sliding along RC beam-infill interfaces, local detachment at corners due to stress concentrations, crushing of masonry blocks between FRPU mesh layers, and shear-induced failures at the mesh-concrete interface. No global separation occurred despite significant localized damage.","Damage progression began at 0.08% drift with rocking behavior, progressed to visible brick crushing at 0.8%, local mesh detachment in corners at 1.2%, spreading cracks and increased delamination at 2.0%. Major damage concentrated at infill-RC frame interfaces showing crushing of masonry blocks between mesh layers and localized detachments from concrete surface.","Shear strain (εXY = 0.9%) was dominant compared to other strains (εX, εY = 0.2%), indicating that shear deformation governed the behavior of the system at high drift levels","FRPU strengthening using flexible polyurethane matrix bonded glass fiber reinforcement mesh to both masonry infill and RC frame surfaces. The system was applied as an emergency method covering entire surface on both sides with 5 cm bonding width. Glass fibers were connected through PU adhesive that redistributed stresses from masonry elements, protecting against crack propagation and stress concentrations.","In the RESPONSE GROUP - GLOBAL the values of Force are mean(push, pull)."
166,GB,0.5,https://www.taylorfrancis.com/chapters/edit/10.1201/b21889-167/experimental-tests-masonry-infilled-gravity-seismic-load-designed-rc-frames-verderame-ricci-del-gaudio-de-risi,Experimental tests on masonry infilled gravity- and seismic-load designed RC frames,"G.M. Verderame, P. Ricci, C. Del Gaudio, M.T. De Risi",2016,1600.0,2500.0,200.0,200.0,250.0,200.0,500,300,0.0,0.0,300,0.0,700,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4#8,1#8,2#8,1#8,0.0,0#0@0,0.0,0#0@0,#6@150,12,4#10,1#10,0#0,1#10,0.0,0#0@0,0.0,0#0@0,#6@150,12,4#12,1#12,2#12,1#12,0.0,0#0@0,0.0,0#0@0,#8@100,0.0,0#0@0,0#0@0,0#0@0,0#0@0,21.6,0.0,0.0,0.0,586.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,cyclic,1,increasing,custom,90.0,0.0,none,0,none,none,0.0,0.0,0.0,75.2,0.024,0.053,44.8,0.0,Brittle failure of beam-column joints following flexural yielding of beams. Post-elastic deformation capacity was limited by joint failure after beams reached flexural yielding. Shear sliding initiated along diagonal cracks in joints leading to potential joint axial failure.,Flexural cracking at beam's ends during cycle II (drift ±0.70%). Hairline diagonal cracking in joint panels and flexural cracking in columns during cycle III (drift ±1.10%). Major diagonal cracking in joint panels during cycle IV (drift ±2.40%).,"Beam-column joint shear failure mechanism controlled the post-elastic response. Flexural yielding occurred in beams first, followed by progressive diagonal cracking in joint panels, concrete spalling, and eventually shear sliding along diagonal cracks with potential for joint axial failure.","Initial flexural cracking at beam ends (cycle II) followed by diagonal cracking in joints and column flexural cracking (cycle III). Peak load reached during cycle IV with major joint diagonal cracking. Subsequent cycles showed severe softening with widening diagonal joint cracks, concrete spalling in joint panel, and longitudinal bar buckling at column base. Test terminated at cycle VII when significant shear sliding initiated along diagonal cracks in joints.",none,none,none
167,SB,0.5,https://www.taylorfrancis.com/chapters/edit/10.1201/b21889-167/experimental-tests-masonry-infilled-gravity-seismic-load-designed-rc-frames-verderame-ricci-del-gaudio-de-risi,Experimental tests on masonry infilled gravity- and seismic-load designed RC frames,"G.M. Verderame, P. Ricci, C. Del Gaudio, M.T. De Risi",2016,1600.0,2500.0,200.0,200.0,250.0,200.0,500,300,0.0,0.0,300,0.0,700,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4#12,1#12,2#12,1#12,250,#6@50,250,#6@50,#6@100,12.0,4#10,1#10,0#0,1#10,400,#6@50,400,#6@50,#6@100,12,4#12,1#12,2#12,1#12,0.0,0#0@0,0.0,0#0@0,#8@100,0.0,0#0@0,0#0@0,0#0@0,0#0@0,21.7,0.0,0.0,0.0,481.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,cyclic,1,increasing,custom,85.2,0.0,none,0,none,none,0.0,0.0,0.0,97.8,0.024,0.053,81.2,0.0,Ductile flexure-controlled behavior as expected from capacity design principles. Plastic mechanism formed involving beam's ends and columns' base with stable post-peak response. Strength hierarchy between elements and failure modes achieved through capacity design.,First noticeable cracking at beam's ends during cycle II (drift ±0.70%). Beam cracking development and flexural cracking at column ends during cycle III (drift ±1.10%). Widening of flexural cracks at beam's ends and columns' base during cycle IV (drift ±2.40%). Progressive increase in crack width at beam's ends and columns' base during subsequent cycles.,Flexural plastic mechanism with plastic hinges forming at beam ends and column base. Capacity design principles ensured ductile behavior with flexural yielding preceding any shear failure. Adequate confinement from closely-spaced stirrups (5cm spacing in end regions) with 135-degree hooks maintained integrity.,"Initial flexural cracking at beam ends (cycle II, drift 0.70%) followed by beam and column cracking development (cycle III, drift 1.10%). Plastic mechanism formation with significant stiffness decrease at drift -1.15% with lateral load ~-90kN during cycle IV (drift ±2.40%), reaching peak load. Stable response during subsequent cycles with progressive crack widening. Concrete cover spalling at column base during cycle VI (drift ±4.40%). Significant crack opening at beam/joint interface during cycle VII (drift ±5.30%) with lateral load dropping to 82-84% of peak.",none,none,none
168,GI80,0.5,https://www.taylorfrancis.com/chapters/edit/10.1201/b21889-167/experimental-tests-masonry-infilled-gravity-seismic-load-designed-rc-frames-verderame-ricci-del-gaudio-de-risi,Experimental tests on masonry infilled gravity- and seismic-load designed RC frames,"G.M. Verderame, P. Ricci, C. Del Gaudio, M.T. De Risi",2016,1600.0,2500.0,200.0,200.0,250.0,200.0,500,300,0.0,0.0,300,0.0,700,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,running,mortar_bond,3.0,3.0,3.0,3.0,250.0,250.0,80.0,3.0,3.0,12.0,4#8,1#8,2#8,1#8,0.0,0#0@0,0.0,0#0@0,#6@150,12,4#10,1#10,0#0,1#10,0.0,0#0@0,0.0,0#0@0,#6@150,12,4#12,1#12,2#12,1#12,0.0,0#0@0,0.0,0#0@0,#8@100,0.0,0#0@0,0#0@0,0#0@0,0#0@0,22.7,0.0,0.0,0.0,586.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M15,14.03,0.0,0.0,cyclic,1,increasing,custom,90.8,0.0,none,0,none,none,0.0,0.0,0.0,138.4,0.007,0.017,79.1,0.0,"Shear failure at the top of RC columns due to local interaction between infill panel and adjacent structural elements. Failure occurred before reaching expected flexural yielding strength of bare frame, with lateral load dropping below bare frame capacity.",Detachments between panel and frame (drift ±0.02%). Cracks along mortar bed joints and units near panel corners and diagonal (drift ±0.15%). Diagonal cracking in panel with shear cracking at column tops (drift ±0.50%). Severe widening of diagonal shear cracks in columns with individual unit failures (drift ±1.30%).,"Shear failure mechanism in RC columns triggered by local interaction with infill panel. Diagonal compression strut action from infill induced concentrated shear forces at column tops, leading to diagonal cracking and eventual stirrup opening. Sliding along shear cracks occurred after stirrup failure.","Visible detachments initiated at drift 0.02%. Minor masonry cracking at drift 0.15%. Diagonal panel cracking and column shear cracking began at drift 0.50% with peak load. Diagonal shear cracks in columns developed with unit damage at drift 0.90%. Individual unit failure and severe crack widening at drift 1.30%. Critical activation of shear failure occurred at drifts -1.5% and +1.3% with sudden crack opening, visible stirrup opening, and vertical column displacement indicating sliding initiation.",none,none,none
169,SI80,0.5,https://www.taylorfrancis.com/chapters/edit/10.1201/b21889-167/experimental-tests-masonry-infilled-gravity-seismic-load-designed-rc-frames-verderame-ricci-del-gaudio-de-risi,Experimental tests on masonry infilled gravity- and seismic-load designed RC frames,"G.M. Verderame, P. Ricci, C. Del Gaudio, M.T. De Risi",2016,1600.0,2500.0,200.0,200.0,250.0,200.0,500,300,0.0,0.0,300,0.0,700,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,running,mortar_bond,3.0,3.0,3.0,3.0,250.0,250.0,80.0,3.0,3.0,12.0,4#12,1#12,2#12,1#12,250,#6@50,250,#6@50,#6@100,12.0,4#10,1#10,0#0,1#10,400,#6@50,400,#6@50,#6@100,12,4#12,1#12,2#12,1#12,0.0,0#0@0,0.0,0#0@0,#8@100,0.0,0#0@0,0#0@0,0#0@0,0#0@0,21.3,0.0,0.0,0.0,481.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M15,14.03,0.0,0.0,cyclic,1,increasing,custom,85.2,0.0,none,0,none,none,0.0,0.0,0.0,97.8,0.024,0.053,81.2,0.0,Ductile flexure-controlled behavior maintained despite presence of infill panel. The infill increased initial stiffness and strength but did not prevent formation of ductile plastic mechanism in RC frame. Capacity design principles remained effective with infill present.,Visible detachments between panel and frame during cycle I (drift ±0.01%). Minor cracks along mortar bed joints and units near panel corners and diagonal during cycle III (drift ±0.15%). Vertical cracks at beam ends during cycle IV (drift ±0.50%). Significant damage to individual units at panel corner during cycle V (drift ±0.90%). Progressive cracking at beam's ends and columns' base during later cycles.,"Combined mechanism with initial panel damage followed by development of plastic collapse mechanism in RC frame. Sliding shear failure of top infill course occurred at drift 0.90%. Unlike gravity-load designed infilled frame (GI-80), adequate RC frame detailing prevented column shear failure, allowing ductile frame behavior to develop after panel damage.","First visible detachments at drift 0.01%. Minor masonry cracking at corners and along diagonal at drift 0.15%. Vertical beam cracks at drift 0.50%. Significant unit damage at panel corner with peak lateral load (151.3kN positive, 158.6kN negative) and sliding of top infill course at drift 0.90%. Lateral load dropped to 62-67% of peak by drift 2.0% (cycle VIII). Progressive increase in crack width at beam ends and column base during cycles IX-XI with lateral load stabilizing around 100kN, indicating plastic mechanism development in frame.",none,none,none
170,PF2,0.125,https://hdl.handle.net/2142/14253,Behavior Of Single-Story Reinforced Concrete Frames with Filler Walls,Yorulmaz and Sozen,1968,457.2,914.4,76.2,76.2,76.2,76.2,152.4,76.2,0.0,0.0,0.0,0.0,152.4,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1125,running,mortar_bond,2.54,3.302,2.54,3.302,47.5,13.335,22.225,3.302,2.54,6.35,4#3.5826,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,0#0@0,6.35,4#3.175,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,0#0@0,6.35,4#6.35,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,0#0@0,0.0,0#0@0,0#0@0,0#0@0,0#0@0,36.7,21.79,0.0,0.0,293.0,405.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Type III cement,8.41,41.4,0.0,monotonic,0,none,none,0.0,0.0,none,0,none,none,0.0,0.0,0.0,16.9,0.00014,0.0,0.0,0.0,"Wall crack formed suddenly with audible report in mortar joint over two-thirds of wall height, inclined in compression region. Load transferred to tension column which failed, immediately followed by shear failure in compression column.","Hair cracking first observed in reinforced concrete frame. Wall crack formed in mortar joint over approximately two-thirds of wall, inclined at angle determined by vertical and horizontal joints. Simultaneous vertical cracks in beam at loading points.",Sequential failure: initial wall cracking -> tension column failure -> compression column shear failure. Wall crack transformed specimen into two-column system with critical sections at beam (axial tension) and tension column (combined shear and axial tension).,Initial hair cracking in frame -> sudden wall crack formation with loud report and load drop -> vertical cracks at beam loading points -> tension column failure -> immediate compression column shear failure.,none,none,none
